"slug","title_en","title_fr","title_ar","excerpt_fr","excerpt_ar","sources","image_url","image_name","langs","published_at","extracted_at","deadline","rubrique_website","themes","organizations","content_fr","content_ar","content_html"
"european-theatre-convention-digital-communication-officer-germany-xyrgrj","European Theatre Convention: Digital Communication Officer (Germany)","","","","","https://on-the-move.org/news/european-theatre-convention-digital-communication-officer-germany-0","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/etc-conference.jpeg?itok=L19PK6Xn","","EN","2022-12-06 08:00:00","2022-12-26 11:35:02","2023-01-15 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/european-theatre-convention-digital-communication-officer-germany-0 class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Founded in 1988 by three theatres in France, Germany and Belgium, the European Theatre Convention (<span class=caps>ETC</span>) has become Europe’s largest network for public theatres with 57 members from 31 countries. As a recognised strategic partner of the European Commission, <span class=caps>ETC</span> provides an international programme for European theatres, that consists of artistic international collaboration, professional training and advocacy activities. They promote European theatre as a vital platform for dialogue, democracy and interaction that responds to, reflects and engages with today’s diverse audiences and changing societies. With their work they pioneer European theatre that is sustainable, diverse and digital, increasing access to theatres in a post-covid world.</p><p>As part of a dynamic and small team, the Digital Communication Officer is key to further developing and implementing <span class=caps>ETC</span>’s communication strategy and its specific projects’ communication campaigns — with the goal to promote and increase visibility of the organisation’s activities internationally, in particular <span class=caps>ETC</span>’s current large scale European projects on sustainability and digitisation.</p><p>Responsibilities: </p><ul><li>Setting up, contributing to and optimising digital communication and social media campaigns, in order to deliver the <span class=caps>ETC</span> communication strategy, as directed by the Communication Manager and Executive Director, working closely with <span class=caps>ETC</span>’s team and external partners and providers.</li><li>Playing an active part in the design and delivery of communication campaigns related to <span class=caps>ETC</span>’s specific artistic, professional and advocacy activities and projects.</li><li>Implementing large scale changes and ongoing maintenance and updates to <span class=caps>ETC</span> website(s) and ensuring user experience is optimised, working with the external web agency; regular content update on website.</li><li>Maintenance and updating <span class=caps>ETC</span>’s <span class=caps>CRM</span> system.</li><li>Coordinating and creating social media products, incl. video, with a focus on developing engaging and visually attractive content, maintaining and coordinating content across social media channels, employing a harmonised editorial calendar.</li><li>Dissemination of press material and project publications - campaigns (print/online).</li><li>Support with graphic and editorial tasks for all <span class=caps>ETC</span> publications, social media, newsletters, annual reports, press releases, presentations.</li><li>Support in grant requests and project reporting for <span class=caps>ETC</span>’s funders and stakeholders (<span class=caps>EU</span> Commission, ministries, foundations etc.).</li><li>Liaise with <span class=caps>ETC</span>’s member and project theatres’ communication departments, external services and suppliers (graphic designer, <span class=caps>IT</span>, printing companies etc.), partners and stakeholders.</li></ul><p><span class=caps>ETC</span> offer a full-time unlimited employment contract, flexible working hours, 40h per week, and a work space with an office at the heart of Berlin, in one of Germany’s major theatres, with home office regulation (2-3 days per week). <strong>Monthly gross salary: 3000 <span class=caps>EUR</span></strong>, with social package consisting of 30 days of paid annual leave, 50% of your monthly public transport card for Berlin, a retirement scheme. The position is to be filled by 15 February 2023.</p></div></div></article></div>"
"roberto-cimetta-fund-general-fund-for-cultural-and-artistic-mobility-kpugnm","Roberto Cimetta Fund: General Fund for Cultural and Artistic Mobility","","","","","https://on-the-move.org/news/roberto-cimetta-fund-general-fund-cultural-and-artistic-mobility","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/roberto-cimetta_0.jpg?itok=VYPQnHis","","EN","2022-12-08 08:00:00","2022-12-26 11:35:03","2022-12-30 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/roberto-cimetta-fund-general-fund-cultural-and-artistic-mobility class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>In the framework of its mission to support mobility, the Roberto Cimetta Fund allocates on demand mobility grants, to meet the needs of cultural professionals and artists in the Mediterranean.</p><p>Aiming at promoting inclusive mobility, the Roberto Cimetta Fund gives priority to candidates with little access to mobility and/or who are poorly inserted into international cultural circuits. This call for applications for a travel grant is thus dedicated to women artists and cultural professionals from the southern and eastern shores of the Mediterranean, who are willing to travel within the southern Mediterranean region for south-south mobility (North Africa and the Middle East). The mobility must be completed before September 2023.</p><p>The purpose of the mobility must be one of the following:</p><ul><li>Preparation of a professional level project.</li><li>Participation in a research or creation residency.</li><li>Presence at a meeting of artists or professionals with the objective of networking between cultural, artistic and development actors.</li><li>Artistic and professional training/education (internships, masterclasses, exchanges, study trips) or participation as a speaker or a trainer.</li><li>Attendance at debates, conferences, seminars.</li></ul><p><strong>A lump sum will be awarded to the winners: between 500€ and 700€ per grant</strong>, allowing cover (at least partially) for the costs related to mobility in general: tickets, visas, accommodation, etc. This call will deliver between 12 and 20 grants. Grants will be allocated after the trip, upon presentation of supporting documents, a written report, and visuals.</p></div></div></article></div>"
"westway-lab-open-call-for-music-artists-portugal-swdlte","Westway Lab: Open Call for Music Artists (Portugal)","","","","","https://on-the-move.org/news/westway-lab-open-call-music-artists-portugal","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/westway-lab.jpg?itok=EdKfbLm_","","EN","2022-12-06 08:00:00","2022-12-26 11:35:04","2023-01-22 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/westway-lab-open-call-music-artists-portugal class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Celebrating its 10th edition 12-15 April 2023, Westway Lab is Portugal’s showcase festival, international music conference, and artist residency annual event, promoted by A Oficina in Guimarães in partnership with <span class=caps>AMAEI</span>, the Portuguese Independent Music Trade Association, as well as the <span class=caps>WHY</span> Portugal export office and <span class=caps>GDA</span>, the Portuguese Artist Society for Performing Rights.</p><p>Each year, this unique event invites artists to showcase their music projects as part of the city showcases and/or also invites artists to participate in the co-creation residencies at the Candoso Creation Centre, a converted school that provides a week-long live and work environment, just outside the city of Guimarães.</p><p>Each year, 4 working groups of 3 artists (with at least 1 person in each group being Portuguese) work together the week before the festival to create new side-projects together. It is not a songwriting camp (there are no briefings or scripts): this is the absolute creative freedom to make new music together, with the only caveat being that each group must play a 30-minute live showcase on one of the first two days of the festival. These live premieres of each project will then be filmed and recorded to launch the new side project across Europe and the world. </p><p>Support for participants:</p><ul><li>Showcases: 300€ fee, dinner, and accommodation on the night of your showcase + <span class=caps>PRO</span> registration for the conferences.</li><li>Residencies 150€ fee per project (max. 2 people per project can apply), <strong>flights</strong>, transfers, meals, and accommodation at Candoso during the whole week; plus <span class=caps>PRO</span> registration for the conferences.</li></ul></div></div></article></div>"
"call-for-composers-for-iccs-young-talents-germany-czwctt","Call for Composers for ICCS Young Talents (Germany)","","","","","https://on-the-move.org/news/call-composers-iccs-young-talents-germany","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/iccs.jpg?itok=xnNXcEUi","","EN","2022-12-05 08:00:00","2022-12-26 11:35:05","2023-03-01 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/call-composers-iccs-young-talents-germany class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Led by Ensemble Modern, the composer Iris ter Schiphorst and the conductor Bas Wiegers, the Composition Workshop <span class=caps>ICCS</span> young_talents will take place for the first time from 10-17 July 2023.</p><p>Young composers up to the age of 24 from all over Europe can apply with a concrete ensemble work. Within a one-week master course, participants will focus on rehearsing this work with Ensemble Modern under the baton of Bas Wiegers and <span class=caps>IEMA</span> fellow Xizi Wang. In addition to rehearsals, Ensemble Modern members will give workshops on subjects such as instrumental expertise, percussion, electronics, notation, and Ensemble sound.</p><p>The master course closes with a concert at the home of the German Ensemble Academy in Frankfurt, where the works will be performed. The final concert will be video-streamed and available online.</p><p>The call is open to candidates from Europe born in 1998 or after. <strong>The organisers cover costs for travel (2nd class train)</strong>, accommodation and meals.</p></div></div></article></div>"
"rixc-science-and-techno-ecologies-residency-programme-for-baltic-nordic-artists-latvia-eepuzn","RIXC: Science and Techno-Ecologies Residency Programme for Baltic-Nordic Artists (Latvia)","","","","","https://on-the-move.org/news/rixc-science-and-techno-ecologies-residency-programme-baltic-nordic-artists-latvia","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/rixc.jpeg?itok=FWFFw2SD","","EN","2022-12-05 08:00:00","2022-12-26 11:35:06","2023-01-15 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/rixc-science-and-techno-ecologies-residency-programme-baltic-nordic-artists-latvia class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p><span class=caps>RIXC</span> - Center for New Media Culture is announcing an open call for its new residency programme for Baltic and Nordic artists who work on the edge of art, science and techno-ecologies, exploring the complex relations between human, nature and digital technologies, and focusing on new concepts such as ‘naturecultures’, ‘sensing environments’, ‘living technologies’, ‘terrestrial coexistence’, ‘naturally / artificial intelligences’, which recently have been re-examined at the heart of our society.</p><p>Three Art, Science and Techno-Ecologies residencies, each lasting two months and targeting Baltic and Nordic artists, will take place at <span class=caps>RIXC</span> in Riga, Latvia, supported by <span class=caps>NCP</span> (Nordic Culture Point). The three fully-funded Baltic-Nordic Artist Residencies will also include a trip and short-stay visits to <span class=caps>RIXC</span> Fields residency (in rural area) and their partner location – at the Irbene Radiotelescope.</p><p>Applications are open in two rounds: </p><ul><li>1 March – 30 April 2023 or 1 October – 20 November 2023. Deadline: 15 January 2023.</li><li>1 February 2024 – 31 March 2024. Deadline: 15 October 2023.</li></ul><p>Artists will be granted a fee of 3000 <span class=caps>EUR</span> for each two-month residency. <strong>Selected artists will also receive free accommodation, travel costs</strong>, local transportation costs, technical assistance, and other production costs related to public presentation. </p><p>As a result of the residency, the organisers expect that new artwork (installation, exhibition, performance) will be produced with a public presentation at the <span class=caps>RIXC</span> Gallery.</p><p>Applications are welcome from both established and emerging individual artists as well as artist duos from Baltic or Nordic countries. The organisers will primarily accept those applications in which artists express their interest in producing new ‘techno-ecological’ artworks, as well as exhibiting or publicly presenting their work, getting engaged with local artists, scientists and communities, and getting involved in other <span class=caps>RIXC</span> activities.</p></div></div></article></div>"
"staatliche-museen-zu-berlin-residency-for-visual-artists-and-designers-for-the-discovering-the-west-exhibition-germany-vzaxqp","Staatliche Museen zu Berlin: Residency for Visual Artists and Designers for the ‘Discovering the West’ Exhibition (Germany)","","","","","https://on-the-move.org/news/staatliche-museen-zu-berlin-residency-visual-artists-and-designers-discovering-west-exhibition","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/berlin-museum.jpeg?itok=2NUKhPLw","","EN","2022-12-02 08:00:00","2022-12-26 11:35:07","2023-01-06 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/staatliche-museen-zu-berlin-residency-visual-artists-and-designers-discovering-west-exhibition class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>The Ethnologisches Museum (Ethnological Museum) and the Museum für Asiatische Kunst (Asian Art Museum) of the Staatliche Museen zu Berlin (National Museums in Berlin) invite visual artists and designers to engage with the exhibition ‘Discovering the West’ in the galleries on North Africa, West and Central Asia at the Humboldt Forum for a period of three months in the first half of 2023.</p><p>The exhibition ‘Discovering the West’ deals with the reception, appropriation and reinterpretation of ideas associated with the ‘West’ in the Ottoman and Persian Empires at the end of the 19th century. Reports from the world exhibitions in Vienna and Paris were received with interest, but also critically in Tehran, Istanbul, Damascus or Cairo. Using the examples of urban redevelopment, fashion and furniture design, the exhibition focuses on how the new impressions took shape in the material and visual cultures of these cosmopolitan urban centres and how they led to concrete and far-reaching political steps. Changes in gender roles and social change are also manifest in the objects.</p><p>As part of the residency, artists are invited to engage with the themes and objects of the exhibition and explore their meanings for the 21st century. In doing so, the creative and material aspects of the works could be considered as well as their inherent transcultural or political underpinnings. The manifold connections in the fields of art and politics, the views of the ‘West’, but also the new political alliances emerging with the independence movements could be further starting points. </p><p>The residency includes:</p><ul><li>A stipend of 8500€ (including taxes and health insurance).</li><li><strong>Travel expenses all-inclusive to/from and in Berlin (including visa fees and possible corona tests: 1500€).</strong></li><li>Production budget depending on the project and possible purchase.</li><li>A small working space, access to the museum’s object and photo collection, archive and library, sound studio.</li><li>Curatorial supervision and technical and administrative support.</li></ul></div></div></article></div>"
"little-islands-festival-open-call-for-site-specific-projects-greece-cxpejp","Little Islands Festival: Open Call for Site-Specific Projects (Greece)","","","","","https://on-the-move.org/news/little-islands-festival-open-call-site-specific-projects-greece","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/little-islands-festival.jpg?itok=mq02-N_E","","EN","2022-12-02 08:00:00","2022-12-26 11:35:08","2023-02-19 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/little-islands-festival-open-call-site-specific-projects-greece class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>The 5th Little Islands Festival, starting from Sikinos, invites new media and performing arts artists to submit proposals that engage with ecology, anthropology, and science in the enduring dialogue about the relationship between humanity and nature. The island frontier, which like life itself emerges from the liquid element, becomes the principal space for exploring modern contradictions of human geography through art.</p><p>This next edition of Litltle Islands Festival will take place for 4-6 days between mid-July and mid-August of 2023. The organisers are calling for: </p><ul><li>Site-specific projects that explore cultural heritage in relation to the natural environment of Sikinos and the Cyclades in general: windmills, threshing floors, rural dwellings, dry stone walls, terraces, sacred and archaeological sites.</li><li>Works inspired by traditions, rituals, myths, customs in conversation with nature. Works that explore movements and directions such as: Environmental Sociology, Eco-anarchism, Ecofeminism, Eco-communalism, Deep Ecology.</li><li>Artistic practices with an emphasis on participation.</li><li>Artistic workshops for children and adults on environmental awareness.</li></ul><p>The festival is also opening applications for the <span class=caps>LIF</span> Residency and Research Programme 2023 in which participants will be hosted in Sikinos to create works inspired by the natural and cultural landscape of the island.</p><p>Applications are open to artists from Greece and abroad, art groups, young creatives, performers, filmmakers, musicians, dancers, architects, thinkers, activists, scientists, technologists, curators, educators and other creatives working in the field of hybrid arts/practices.</p><p>For participants in the live performance (live acts) and workshop categories the festival offers:</p><ul><li><strong>Airfare costs up to 200 euros per person.</strong></li><li>Accommodation costs.</li><li>Ferry ticket costs.</li><li>Coverage of technical equipment.</li></ul><p>Participants in the <span class=caps>LIF</span> Residency 2023 programme (1-2 weeks duration) will receive:</p><ul><li>Ferry ticket costs.</li><li>Accommodation costs.</li><li>Food supplies.</li><li>Assistance and general guidance on project set-up.</li></ul></div></div></article></div>"
"kyber-teatro-call-for-work-on-the-interaction-between-theatre-and-new-technologies-italy-qfxsvx","Kyber Teatro: Call for Work on the Interaction Between Theatre and New Technologies (Italy)","","","","","https://on-the-move.org/news/kyber-teatro-call-work-interaction-between-theatre-and-new-technologies-italy","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/leme.jpg?itok=cs9BPSFk","","EN","2022-11-29 08:00:00","2022-12-26 11:35:09","2023-03-15 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/kyber-teatro-call-work-interaction-between-theatre-and-new-technologies-italy class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>During October and November 2023, Kyber Theatre in Cagliari (Italy) will organise the 10th edition of the International Theatre, Art and New Technologies Festival ‘The Wonders of Possible’.</p><p><span class=caps>LMDP</span> Festival is the first of its kind in the whole Italy. Its aim is to promote the interrelation between artistic and technological languages.</p><p>This call invites Italian and international artists and companies (maximum 3 people), whether emerging or established, to submit projects around the theme of the ‘interaction between theatre and new technologies’.</p><p>Eligible projects:</p><ul><li>Theatre and new technologies plays.</li><li>Art and new technologies performances.</li></ul><p>The winners of the open call will have<strong> full coverage of the costs of mobility (flights, board and accommodation in Cagliari) </strong>and an ‘attendance fee’ for the presentation of their performance for two evenings. If possible, the festival will also cover any material required for the presentation of the performance/show/play (subject to agreement with the technical director). </p></div></div></article></div>"
"faki-festival-open-call-for-artists-activists-researchers-and-theatre-critics-croatia-zwrmzj","FAKI Festival: Open Call for Artists, Activists, Researchers and Theatre Critics (Croatia)","","","","","https://on-the-move.org/news/faki-festival-open-call-artists-activists-researchers-and-theatre-critics-croatia","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/faki-festival-radical-love.jpg?itok=uCC9LpBb","","EN","2022-11-28 08:00:00","2022-12-26 11:35:10","2022-12-28 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/faki-festival-open-call-artists-activists-researchers-and-theatre-critics-croatia class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p><span class=caps>FAKI</span> Festival – International Festival of Alternative Theatrical Expression is calling for artists, activists, researchers and theatre critics to participate in its next edition happening in Zagreb, Croatia in May 2023. </p><p>In a world that too often confuses love and violence, we need to ask ourselves: how can we live in a deeper, respectful relationship with each other and with our planet?</p><p>The 26th edition of <span class=caps>FAKI</span> Festival of Alternative Theatrical Expression enacts the theme of <span class=caps>RADICAL</span> <span class=caps>LOVE</span>, touching a yearning we all have. Love is a vital pulse in our lives. And yet, the strength of our desire for it rarely leads us to radically change the way we love. No matter how committed we are to love, our efforts seem to resemble a wishful fantasy. </p><p><span class=caps>FAKI</span> Festival invites proposals for plays, physical theatre, contemporary dance and circus, performances for children, site-specific performances, slam poetry, manifestos, lecture-performances, short films, installations, workshops, or any other forms of expression. They are open to all genres, formats and durations and consider work in progress and finished creations as equal. Proposals for short (one-week) residencies for development are also welcome. </p><p><span class=caps>FAKI</span> Festival covers:</p><ul><li><strong>Travel costs up to 200€ for individuals and up to 400€ for groups, with preference given to sustainable means of transport (bus, train, shared car).</strong></li><li>Subsistence – shared accommodation on-site at Medika and healthy vegan lunches during the festival.</li><li>Basic technical support (light, sound, and other wonders).</li><li>Photo and video documentation of the performances.</li><li>Public relations and media presence via the festival network.</li><li>Rehearsal space / residency (if needed).</li><li>Dramaturgy support and/or feedback (if needed).</li></ul><p>Artist and other guest fees / production costs unfortunately cannot be covered due to limited financial resources. The festival will work together with their guests to find funding from other sources (via letters of support or other means).</p></div></div></article></div>"
"les-jardins-d-etretat-art-residency-on-the-alabaster-coast-france-fzocpr","Les Jardins d'Étretat: Art Residency on the Alabaster Coast (France)","","","","","https://on-the-move.org/news/les-jardins-detretat-art-residency-alabaster-coast-france","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/les-jardins.jpeg?itok=UT7YVW7V","","EN","2022-11-28 08:00:00","2022-12-26 11:35:10","2022-12-30 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/les-jardins-detretat-art-residency-alabaster-coast-france class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Les Jardins d’Étretat in Normandy, France is calling for applications for an art residency in the spring of 2023. The participants are invited to create a site-specific installation that will take place in the topiary space of the Gardens from May 2023 to December 2024 on the cliff of the Alabaster Coast.</p><p>The residency is open to visual artists, architects and collectives of multidisciplinary artists residing in Europe. Authors working on site-specific projects and land art, as well as with immersive and interactive practices, are particularly welcome to apply.</p><p>Successful candidates will be hosted at the Roxelane Villa and have the opportunity to immerse themselves in the local context right in the heart of Les Jardins d’Étretat. The famous view of the Amont cliff on the English Channel and the arch in the bay of Étretat have inspired masters of Impressionism, writers Guy de Maupassant and Maurice Leblanc, composer Jacques Offenbach, and many others. The residency invites artists to interpret the encounter between the contemporary garden, its architecture, philosophy and history of the site, its natural and artistic heritage, and express it in their final work. The installation will be seen by more than 100,000 viewers visiting Les Jardins d’Étretat each year.</p><p>The selected candidates will benefit from:</p><ul><li>Full board accommodation at the Roxelane Villa for 3 weeks (between March and May 2023).</li><li>Transfer from/ to Paris (train ticket + car journey to Étretat).</li><li>Travel to the surrounding areas of Étretat to carry out artist-led research as part of the preparation of the project (once a week at the request of the artist).</li><li><strong>Production budget for the in situ installation is capped at 12,000 Euros. (Production fees can be used for travel with the agreement of the organisers.)</strong></li></ul><p>The artists are expected to plan their activities during the residency taking into account weekly meetings with local actors and audiences. During research-gathering and project planning, the artist is expected to liaise with the team of Les Jardins d’Étretat on site and become familiar with the garden’s rhythm of life: change of seasons, rain and watering, influence of wind, etc. This research will culminate in the delivery of an installation with the artist being present at the opening.</p></div></div></article></div>"
"new-curators-curatorial-training-programme-for-individuals-from-lower-socio-economic-backgrounds-uk-ynjdbm","New Curators: Curatorial Training Programme for Individuals from Lower Socio-economic Backgrounds (UK)","","","","","https://on-the-move.org/news/new-curators-curatorial-training-programme-individuals-lower-socio-economic-backgrounds-uk","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/new-curators.jpg?itok=4rpKl_IN","","EN","2022-11-28 08:00:00","2022-12-26 11:35:11","2023-02-05 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/new-curators-curatorial-training-programme-individuals-lower-socio-economic-backgrounds-uk class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>New Curators is a paid twelve-month curatorial training programme based in London for individuals from lower socio-economic backgrounds. It will start in September 2023.</p><p>Training to become a curator is expensive and entering the profession can be difficult. Little wonder the industry is often seen as elitist and characterised by a lack of diversity. This programme aims to help make the art world more accessible and equitable in order to make it richer and more relevant.</p><p>By offering an intensive twelve-month curatorial training and London living wage to 12 people from lower socio-economic backgrounds globally, New Curators will help diversify the curatorial profession.</p><p><strong>New Curators will pay every participant the Real Living Wage, which is an hourly rate of pay (currently £11.95/hour for London) set independently and calculated according to the basic cost of living in the <span class=caps>UK</span>. </strong>The Real Living Wage is updated annually, and employers choose to pay the Living Wage on a voluntary basis. Participants will receive a full-time employment contract for 12-months.</p><p>International applicants requiring a visa to enter the <span class=caps>UK</span> must have an undergraduate degree awarded within the last three years or be currently enrolled on a degree-level course to meet the Tier 5 visa requirements. Qualifications and institutions must be recognised by <span class=caps>UK</span> <span class=caps>NARIC</span>.</p><p><strong>As part of the programme participants will visit associated organisations in the <span class=caps>UK</span> in person, in addition to one fully funded organised international trip.</strong></p></div></div></article></div>"
"la-foret-monumentale-call-for-on-site-installation-artworks-in-the-roumare-forest-france-xqotgk","La Forêt Monumentale: Call for On-site Installation Artworks in the Roumare Forest (France)","","","","","https://on-the-move.org/news/la-foret-monumentale-call-site-installation-artworks-roumare-forest-france","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/foret-monumentale.jpeg?itok=X2RvuQOh","","EN","2022-11-25 08:00:00","2022-12-26 11:35:12","2023-02-27 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/la-foret-monumentale-call-site-installation-artworks-roumare-forest-france class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Métropole Rouen Normandie is teaming up with <span class=caps>ONF</span> to host the Forêt Monumentale exhibition. This event is a two-year art exhibition that takes the form of a trail of monumental artworks, to be created in the Roumare Forest.</p><p>This unique trail of several kilometres offers visitors an opportunity to visit this remarkable natural habitat, or to see it from a different angle. It invites them to explore a stretch of woodland dotted with pieces created by plastic artists, landscapers, artists, designers and architects who have plunged themselves into these green lungs to experiment with new art forms. </p><p>The second Forêt Monumentale exhibition will open in June 2024 in the Roumare forest in Canteleu, near Rouen. It will end in 2026. </p><p>This call for creations will select a total of 9 artworks for installation in the forest along a 4-kilometre trail at various sites. A first phase will see around 20 candidates selected for <strong>a grant of 2000 <span class=caps>EUR</span> to elaborate their proposals</strong>. The final 9 projects will then be chosen to each receive <strong>25,000 <span class=caps>EUR</span> to produce and then install their artwork</strong> between November 2023 – June 2024.</p><p>This call for creations is open to professionals and students of all creative disciplines: French and international artists, designers, architects, landscapers, performers, plastic artists, graphic designers, etc. Participants may be individuals or groups.</p></div></div></article></div>"
"national-centre-for-writing-literary-translation-residency-uk-ixjrah","National Centre for Writing: Literary Translation Residency (UK)","","","","","https://on-the-move.org/news/national-centre-writing-literary-translation-residency-uk","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/national-centre-writing.jpeg?itok=Xe8jDyyy","","EN","2022-11-25 08:00:00","2022-12-26 11:35:14","2023-01-09 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/national-centre-writing-literary-translation-residency-uk class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>The National Centre for Writing in Norwich, England is partnering with the <span class=caps>RECIT</span> network and the Translation in Motion consortium to offer a month-long residency in Norwich in May 2023 to one or two literary translators working from English into the languages of the countries of the Western Balkans – Albania, Bosnia and Herzegovina, Kosovo, Montenegro, North Macedonia and Serbia. </p><p>These residencies are open to <span class=caps>UK</span> and <span class=caps>EU</span> translators working from the languages of the Western Balkans into English. The <span class=caps>NCW</span> are particularly keen to welcome translators interested in translating contemporary British writing.</p><p>The translators from the Western Balkans will be hosted in the Dragon Hall cottage in Norwich for four weeks in May 2023. They will receive a stipend for living expenses for the month, and they will be <strong>reimbursed for the cost of economy class travel to Norwich</strong>.</p></div></div></article></div>"
